STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES
CA001108447,2/10/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,44,",,C",11,",,C",,
CA001108447,2/11/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,56,",,C",17,",,C",,
CA001108447,2/12/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,72,",,C",-39,",,C",,
CA001108447,2/13/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,22,",,C",-72,",,C",,
CA001108447,2/14/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,44,",,C",11,",,C",,
CA001108447,2/15/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,50,",,C",17,",,C",,
CA001108447,2/16/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,89,",,C",17,",,C",,
CA001108447,2/17/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,61,",,C",6,",,C",,
CA001108447,2/18/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,56,",,C",-50,",,C",,
CA001108447,2/19/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,44,",,C",-17,",,C",,
CA001108447,2/20/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,44,",,C",-11,",,C",,
CA001108447,2/21/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,94,",,C",11,",,C",,
CA001108447,2/22/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,56,",,C",11,",,C",,
CA001108447,2/23/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,100,",,C",-17,",,C",,
CA001108447,2/24/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,100,",,C",-6,",,C",,
CA001108447,2/25/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,83,",,C",-11,",,C",,
CA001108447,2/26/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,78,",,C",28,",,C",,
CA001108447,2/27/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,100,",,C",-11,",,C",,
CA001108447,2/28/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",,,,,,,94,",,C",17,",,C",,
CA001108447,3/1/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",114,",,C",0,",,C",,,111,",,C",50,",,C",,
CA001108447,3/2/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,117,",,C",56,",,C",,
CA001108447,3/3/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,144,",,C",22,",,C",,
CA001108447,3/4/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",15,",,C",0,",,C",,,172,",,C",83,",,C",,
CA001108447,3/5/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",23,",,C",0,",,C",,,144,",,C",22,",,C",,
CA001108447,3/6/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,111,",,C",-11,",,C",,
CA001108447,3/7/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,100,",,C",0,",,C",,
CA001108447,3/8/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",137,",,C",0,",,C",,,156,",,C",61,",,C",,
CA001108447,3/9/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",33,",,C",0,",,C",,,111,",,C",-6,",,C",,
CA001108447,3/10/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,94,",,C",44,",,C",,
CA001108447,3/11/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,128,",,C",50,",,C",,
CA001108447,3/12/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,83,",,C",50,",,C",,
CA001108447,3/13/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",61,",,C",0,",,C",,,139,",,C",50,",,C",,
CA001108447,3/14/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,122,",,C",17,",,C",,
CA001108447,3/15/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,111,",,C",-6,",,C",,
CA001108447,3/16/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,117,",,C",44,",,C",,
CA001108447,3/17/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",13,",,C",0,",,C",,,100,",,C",-6,",,C",,
CA001108447,3/18/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,94,",,C",28,",,C",,
CA001108447,3/19/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,106,",,C",28,",,C",,
CA001108447,3/20/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",25,",,C",0,",,C",,,117,",,C",-11,",,C",,
CA001108447,3/21/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",10,",,C",0,",,C",,,106,",,C",50,",,C",,
CA001108447,3/22/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",10,",,C",0,",,C",,,83,",,C",28,",,C",,
CA001108447,3/23/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,117,",,C",6,",,C",,
CA001108447,3/24/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,106,",,C",39,",,C",,
CA001108447,3/25/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",13,",,C",0,",,C",,,122,",,C",50,",,C",,
CA001108447,3/26/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,100,",,C",-6,",,C",,
CA001108447,3/27/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,106,",,C",11,",,C",,
CA001108447,3/28/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,122,",,C",39,",,C",,
CA001108447,3/29/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",38,",,C",0,",,C",,,122,",,C",39,",,C",,
CA001108447,3/30/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",104,",,C",0,",,C",,,128,",,C",56,",,C",,
CA001108447,3/31/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,139,",,C",11,",,C",,
CA001108447,4/1/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",13,",,C",0,",,C",,,111,",,C",44,",,C",,
CA001108447,4/2/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,100,",,C",33,",,C",,
CA001108447,4/3/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",30,",,C",0,",,C",,,106,",,C",56,",,C",,
CA001108447,4/4/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",56,",,C",0,",,C",,,133,",,C",39,",,C",,
CA001108447,4/5/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",91,",,C",0,",,C",,,94,",,C",11,",,C",,
CA001108447,4/6/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",25,",,C",0,",,C",,,106,",,C",28,",,C",,
CA001108447,4/7/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,133,",,C",56,",,C",,
CA001108447,4/8/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,161,",,C",72,",,C",,
CA001108447,4/9/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",84,",,C",0,",,C",,,106,",,C",61,",,C",,
CA001108447,4/10/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",51,",,C",0,",,C",,,117,",,C",28,",,C",,
CA001108447,4/11/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",33,",,C",0,",,C",,,122,",,C",50,",,C",,
CA001108447,4/12/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",175,",,C",0,",,C",,,111,",,C",61,",,C",,
CA001108447,4/13/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",211,",,C",0,",,C",,,122,",,C",56,",,C",,
CA001108447,4/14/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",15,",,C",0,",,C",,,133,",,C",56,",,C",,
CA001108447,4/15/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,128,",,C",56,",,C",,
CA001108447,4/16/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,122,",,C",44,",,C",,
CA001108447,4/17/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",10,",,C",0,",,C",,,128,",,C",56,",,C",,
CA001108447,4/18/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",23,",,C",0,",,C",,,128,",,C",56,",,C",,
CA001108447,4/19/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",127,",,C",0,",,C",,,122,",,C",50,",,C",,
CA001108447,4/20/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",25,",,C",0,",,C",,,117,",,C",33,",,C",,
CA001108447,4/21/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,100,",,C",33,",,C",,
CA001108447,4/22/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",3,",,C",0,",,C",,,122,",,C",56,",,C",,
CA001108447,4/23/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",119,",,C",0,",,C",,,117,",,C",39,",,C",,
CA001108447,4/24/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,111,",,C",56,",,C",,
CA001108447,4/25/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,133,",,C",67,",,C",,
CA001108447,4/26/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",33,",,C",0,",,C",,,106,",,C",44,",,C",,
CA001108447,4/27/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,128,",,C",50,",,C",,
CA001108447,4/28/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,117,",,C",28,",,C",,
CA001108447,4/29/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",8,",,C",0,",,C",,,117,",,C",72,",,C",,
CA001108447,4/30/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",8,",,C",0,",,C",,,133,",,C",50,",,C",,
CA001108447,5/1/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,172,",,C",50,",,C",,
CA001108447,5/2/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,194,",,C",72,",,C",,
CA001108447,5/3/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",58,",,C",0,",,C",,,194,",,C",78,",,C",,
CA001108447,5/4/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,139,",,C",33,",,C",,
CA001108447,5/5/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,133,",,C",17,",,C",,
CA001108447,5/6/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,167,",,C",72,",,C",,
CA001108447,5/7/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",69,",,C",0,",,C",,,144,",,C",83,",,C",,
CA001108447,5/8/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",86,",,C",0,",,C",,,139,",,C",83,",,C",,
CA001108447,5/9/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",38,",,C",0,",,C",,,156,",,C",61,",,C",,
CA001108447,5/10/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",79,",,C",0,",,C",,,122,",,C",56,",,C",,
CA001108447,5/11/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,161,",,C",72,",,C",,
CA001108447,5/12/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",15,",,C",0,",,C",,,156,",,C",94,",,C",,
CA001108447,5/13/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",71,",,C",0,",,C",,,156,",,C",83,",,C",,
CA001108447,5/14/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,156,",,C",39,",,C",,
CA001108447,5/15/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,,,,,,
CA001108447,5/16/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",8,",,C",0,",,C",,,150,",,C",39,",,C",,
CA001108447,5/17/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",15,",,C",0,",,C",,,161,",,C",83,",,C",,
CA001108447,5/18/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,156,",,C",56,",,C",,
CA001108447,5/19/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,144,",,C",56,",,C",,
CA001108447,5/20/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,161,",,C",56,",,C",,
CA001108447,5/21/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",3,",,C",0,",,C",,,156,",,C",83,",,C",,
CA001108447,5/22/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,156,",,C",50,",,C",,
CA001108447,5/23/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,172,",,C",39,",,C",,
CA001108447,5/24/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,200,",,C",100,",,C",,
CA001108447,5/25/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,172,",,C",94,",,C",,
CA001108447,5/26/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,178,",,C",83,",,C",,
CA001108447,5/27/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,178,",,C",94,",,C",,
CA001108447,5/28/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,156,",,C",56,",,C",,
CA001108447,5/29/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,172,",,C",39,",,C",,
CA001108447,5/30/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,189,",,C",67,",,C",,
CA001108447,5/31/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,206,",,C",83,",,C",,
CA001108447,6/1/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,233,",,C",94,",,C",,
CA001108447,6/2/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,183,",,C",100,",,C",,
CA001108447,6/3/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,194,",,C",100,",,C",,
CA001108447,6/4/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,206,",,C",83,",,C",,
CA001108447,6/5/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,244,",,C",78,",,C",,
CA001108447,6/6/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,261,",,C",83,",,C",,
CA001108447,6/7/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,206,",,C",100,",,C",,
CA001108447,6/8/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",10,",,C",0,",,C",,,194,",,C",94,",,C",,
CA001108447,6/9/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",107,",,C",0,",,C",,,200,",,C",106,",,C",,
CA001108447,6/10/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",51,",,C",0,",,C",,,172,",,C",117,",,C",,
CA001108447,6/11/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",25,",,C",0,",,C",,,172,",,C",111,",,C",,
CA001108447,6/12/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,211,",,C",78,",,C",,
CA001108447,6/13/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",5,",,C",0,",,C",,,206,",,C",111,",,C",,
CA001108447,6/14/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",84,",,C",0,",,C",,,217,",,C",122,",,C",,
CA001108447,6/15/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,189,",,C",133,",,C",,
CA001108447,6/16/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",348,",,C",0,",,C",,,167,",,C",94,",,C",,
CA001108447,6/17/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",180,",,C",0,",,C",,,144,",,C",117,",,C",,
CA001108447,6/18/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",23,",,C",0,",,C",,,189,",,C",94,",,C",,
CA001108447,6/19/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,172,",,C",94,",,C",,
CA001108447,6/20/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",140,",,C",0,",,C",,,189,",,C",133,",,C",,
CA001108447,6/21/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",8,",,C",0,",,C",,,200,",,C",122,",,C",,
CA001108447,6/22/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,178,",,C",94,",,C",,
CA001108447,6/23/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",25,",,C",0,",,C",,,161,",,C",83,",,C",,
CA001108447,6/24/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,189,",,C",78,",,C",,
CA001108447,6/25/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,189,",,C",111,",,C",,
CA001108447,6/26/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,228,",,C",128,",,C",,
CA001108447,6/27/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,261,",,C",117,",,C",,
CA001108447,6/28/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,250,",,C",122,",,C",,
CA001108447,6/29/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,217,",,C",100,",,C",,
CA001108447,6/30/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,206,",,C",122,",,C",,
CA001108447,7/1/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,211,",,C",100,",,C",,
CA001108447,7/2/1937,49.2,-123.1833,4,"VANCOUVER INTERNATIONAL A, BC CA",0,",,C",0,",,C",,,206,",,C",94,",,C",,
