report_id,report_type,site_species_id,species_id,common_name,family,genus,species,infra_rank,infra_epithet,sec_infra_rank,sec_infra_epithet,cultivar,plant_group_id,official_budburst_species,location_id,latitude,longitude,locality,administrative_area_level_1,postal_code,administrative_area_level_2,country,observation_date,notes,observation_id,phenophase_id,phenophase_plant_structure,phenophase_title,pollinators_time_start,pollinators_time_end,pollinators_temperature_fahrenheit,pollinators_cloud_cover_id,pollinators_flowering_stage_id,pollinators_number_open_flowers,pollinators_plant_height,pollinators_ants,pollinators_bats,pollinators_bees_general,pollinators_bees_other,pollinators_beetles,pollinators_birds,pollinators_bumble_bees,pollinators_butterflies,pollinators_butterflies_moths,pollinators_carpenter_bees,pollinators_flies,pollinators_honey_bees,pollinators_large_bees_wasps,pollinators_metallic_green_bees,pollinators_moths,pollinators_not_sure,pollinators_small_bees_flies,pollinators_wasps,monarchs_patch_name,monarchs_monitoring_all_plants_in_patch,monarchs_number_of_plants_in_patch,monarchs_no_insects_present,monarchs_ants_present,monarchs_milkweed_aphids_present,monarchs_japanese_beetles_present,monarchs_milkweed_beetles_present,monarchs_milkweed_bugs_present,monarchs_other_insects_present,monarchs_spiders_present,monarchs_stem_plant_flowering_stage,monarchs_stem_number_flower_clusters,monarchs_stem_number_eggs,monarchs_stem_number_instar_1,monarchs_stem_number_instar_2_5,monarchs_stem_number_instar_2,monarchs_stem_number_instar_3,monarchs_stem_number_instar_4,monarchs_stem_number_instar_5
14468,phenology,5776,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,6090,39.743600000000000,-104.941000000000000,Denver,CO,80220,"Denver County",US,03/20/2012,,14040,FL-MIDDLE,Flowers,"Middle Flowering"
14604,phenology,5844,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,6178,40.979000000000000,-74.116000000000000,Ridgewood,NJ,07450,"Bergen County",US,03/31/2012,,14164,FL-MIDDLE,Flowers,"Middle Flowering"
14635,phenology,5863,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,6196,37.226700000000000,-76.665700000000000,Williamsburg,VA,23185,"James City County",US,03/23/2012,,14194,FL-MIDDLE,Flowers,"Middle Flowering"
15052,phenology,6039,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,6390,40.493800000000000,-73.571000000000000,,,,,US,03/29/2012,,14586,FL-MIDDLE,Flowers,"Middle Flowering"
16508,phenology,6629,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,6978,42.590000000000000,-83.091000000000000,Troy,MI,48085,"Oakland County",US,09/04/2012,,15980,FR-LATE,Fruit,"Late Fruiting"
18690,phenology,7496,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,8140,38.884100000000000,-77.038500000000000,Washington,DC,20024,,US,04/08/2013,,17845,FL-MIDDLE,Flowers,"Middle Flowering"
18942,phenology,7634,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,7631,39.731900000000000,-104.962000000000000,Denver,CO,80206,"Denver County",US,04/05/2013,,18092,LU-BUDBURST,"Leaves Unfolding","Leaf bud burst"
18942,phenology,7634,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,7631,39.731900000000000,-104.962000000000000,Denver,CO,80206,"Denver County",US,04/05/2013,,18093,FL-FIRST,Flowers,"First Flower"
20476,phenology,8176,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,8389,39.731900000000000,-104.961000000000000,Denver,CO,80206,"Denver County",US,04/05/2013,"
. No fruit on stems, therefore the First Rip
e Fruit and Full Fruiting Phenophases were not reported.",19482,LU-BUDBURST,"Leaves Unfolding","Leaf bud burst"
20476,phenology,8176,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,8389,39.731900000000000,-104.961000000000000,Denver,CO,80206,"Denver County",US,04/05/2013,"
. No fruit on stems, therefore the First Rip
e Fruit and Full Fruiting Phenophases were not reported.",19485,FL-FIRST,Flowers,"First Flower"
27871,phenology,10243,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,11474,37.771000000000000,-87.224200000000000,Owensboro,KY,42301,"Daviess County",US,03/29/2014,,26472,LU-NONE,"Leaves Unfolding",None
27871,phenology,10243,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,11474,37.771000000000000,-87.224200000000000,Owensboro,KY,42301,"Daviess County",US,03/29/2014,,26473,LC-EARLY,"Autumn Leaf Color Change","Early color change"
27871,phenology,10243,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,11474,37.771000000000000,-87.224200000000000,Owensboro,KY,42301,"Daviess County",US,03/29/2014,,26474,LD-NONE,"Autumn Leaves Dropping",None
27871,phenology,10243,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,11474,37.771000000000000,-87.224200000000000,Owensboro,KY,42301,"Daviess County",US,03/29/2014,,26475,FL-NONE,Flowers,None
27871,phenology,10243,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,11474,37.771000000000000,-87.224200000000000,Owensboro,KY,42301,"Daviess County",US,03/29/2014,,26476,FR-NONE,Fruit,None
32668,phenology,8176,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,8389,39.731900000000000,-104.961000000000000,Denver,CO,80206,"Denver County",US,04/25/2014,"
. missed bud burst, 1st flower, full flower,
 and did not fruit?
. did not observe fruiting - late frost?",31008,LU-FIRST,"Leaves Unfolding","First Leaf"
32668,phenology,8176,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,8389,39.731900000000000,-104.961000000000000,Denver,CO,80206,"Denver County",US,04/25/2014,"
. missed bud burst, 1st flower, full flower,
 and did not fruit?
. did not observe fruiting - late frost?",31009,LU-ALLUNFOLDED,"Leaves Unfolding","All leaves unfolded"
45062,phenology,13203,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15631,35.318312000000000,-79.036911000000000,Sanford,NC,27332,"Harnett County",US,03/17/2015,,42587,LU-NONE,"Leaves Unfolding",None
45062,phenology,13203,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15631,35.318312000000000,-79.036911000000000,Sanford,NC,27332,"Harnett County",US,03/17/2015,,42588,LC-NONE,"Autumn Leaf Color Change",None
45062,phenology,13203,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15631,35.318312000000000,-79.036911000000000,Sanford,NC,27332,"Harnett County",US,03/17/2015,,42589,LD-NONE,"Autumn Leaves Dropping",None
45062,phenology,13203,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15631,35.318312000000000,-79.036911000000000,Sanford,NC,27332,"Harnett County",US,03/17/2015,,42590,FL-NONE,Flowers,None
45062,phenology,13203,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15631,35.318312000000000,-79.036911000000000,Sanford,NC,27332,"Harnett County",US,03/17/2015,,42591,FR-NONE,Fruit,None
45517,phenology,13321,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15588,33.974710000000000,-80.894240000000000,Columbia,SC,29209,"Richland County",US,03/26/2015,,43026,FL-FIRST,Flowers,"First Flower"
45683,phenology,13371,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15821,38.890632000000000,-77.035961000000000,Washington,DC,20230,,US,04/06/2015,,43189,LU-NONE,"Leaves Unfolding",None
45683,phenology,13371,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15821,38.890632000000000,-77.035961000000000,Washington,DC,20230,,US,04/06/2015,,43190,LC-NONE,"Autumn Leaf Color Change",None
45683,phenology,13371,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15821,38.890632000000000,-77.035961000000000,Washington,DC,20230,,US,04/06/2015,,43191,LD-NONE,"Autumn Leaves Dropping",None
45683,phenology,13371,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15821,38.890632000000000,-77.035961000000000,Washington,DC,20230,,US,04/06/2015,,43192,FL-EARLY,Flowers,"Early Flowering"
45683,phenology,13371,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,15821,38.890632000000000,-77.035961000000000,Washington,DC,20230,,US,04/06/2015,,43193,FR-NONE,Fruit,None
46854,phenology,13630,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,16163,41.450194000000000,-81.726007000000000,Cleveland,OH,44144,"Cuyahoga County",US,04/12/2015,,44338,LU-BUDBURST,"Leaves Unfolding","Leaf bud burst"
47561,phenology,13794,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,16327,38.889620000000000,-77.022980000000000,Washington,DC,20565,,US,04/10/2015,,45024,LU-MIDDLE,"Leaves Unfolding","Middle Leaves"
47561,phenology,13794,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,16327,38.889620000000000,-77.022980000000000,Washington,DC,20565,,US,04/10/2015,,45025,LC-FIFTYCOLOR,"Autumn Leaf Color Change","50% Color change"
47561,phenology,13794,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,16327,38.889620000000000,-77.022980000000000,Washington,DC,20565,,US,04/10/2015,,45026,LD-NONE,"Autumn Leaves Dropping",None
47561,phenology,13794,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,16327,38.889620000000000,-77.022980000000000,Washington,DC,20565,,US,04/10/2015,,45027,FL-MIDDLE,Flowers,"Middle Flowering"
47561,phenology,13794,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,16327,38.889620000000000,-77.022980000000000,Washington,DC,20565,,US,04/10/2015,,45028,FR-NONE,Fruit,None
53998,phenology,14867,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17945,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51088,LU-NONE,"Leaves Unfolding",None
53998,phenology,14867,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17945,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51089,LC-FIFTYCOLOR,"Autumn Leaf Color Change","50% Color change"
53998,phenology,14867,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17945,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51090,LD-EARLY,"Autumn Leaves Dropping","Early dropping"
53998,phenology,14867,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17945,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51091,FL-NONE,Flowers,None
53998,phenology,14867,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17945,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51092,FR-MIDDLE,Fruit,"Middle Fruiting"
54003,phenology,14868,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17945,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51093,LU-NONE,"Leaves Unfolding",None
54003,phenology,14868,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17945,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51094,LC-FIFTYCOLOR,"Autumn Leaf Color Change","50% Color change"
54003,phenology,14868,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17945,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51095,LD-EARLY,"Autumn Leaves Dropping","Early dropping"
54003,phenology,14868,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17945,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51096,FL-NONE,Flowers,None
54003,phenology,14868,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17945,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51097,FR-MIDDLE,Fruit,"Middle Fruiting"
54023,phenology,14872,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17842,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51113,LU-NONE,"Leaves Unfolding",None
54023,phenology,14872,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17842,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51114,LC-FIFTYCOLOR,"Autumn Leaf Color Change","50% Color change"
54023,phenology,14872,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17842,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51115,LD-EARLY,"Autumn Leaves Dropping","Early dropping"
54023,phenology,14872,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17842,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51116,FL-NONE,Flowers,None
54023,phenology,14872,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,17842,40.627270000000000,-74.851770000000000,Lebanon,NJ,08833,"Hunterdon County",US,10/08/2015,,51117,FR-MIDDLE,Fruit,"Middle Fruiting"
64625,phenology,16723,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,20575,38.835270000000000,-77.309480000000000,,VA,22030,"Fairfax County",US,04/14/2016,,61396,LU-ALLUNFOLDED,"Leaves Unfolding","All leaves unfolded"
64625,phenology,16723,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,20575,38.835270000000000,-77.309480000000000,,VA,22030,"Fairfax County",US,04/14/2016,,61397,LC-ALLCHANGED,"Autumn Leaf Color Change","All leaves changed color"
64625,phenology,16723,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,20575,38.835270000000000,-77.309480000000000,,VA,22030,"Fairfax County",US,04/14/2016,,61398,LD-FIFTYLEAFDROP,"Autumn Leaves Dropping","50% Leaf Drop"
64625,phenology,16723,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,20575,38.835270000000000,-77.309480000000000,,VA,22030,"Fairfax County",US,04/14/2016,,61399,FL-MIDDLE,Flowers,"Middle Flowering"
64625,phenology,16723,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,20575,38.835270000000000,-77.309480000000000,,VA,22030,"Fairfax County",US,04/14/2016,,61400,FR-NONE,Fruit,None
71558,phenology,18323,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,22555,33.976710000000000,-84.459060000000000,Marietta,GA,30068,"Cobb County",US,10/28/2016,"Georgia is in a drought, so that may affect how fast the leaves fall. This date I have marked is after 50% of the leaves have fallen. At this time, all the leaves have fallen off of the tree.",67826,LD-FIFTYLEAFDROP,"Autumn Leaves Dropping","50% Leaf Drop"
72523,phenology,18519,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,22710,33.983083000000000,-84.384044000000000,Marietta,GA,30068,"Cobb County",US,10/09/2016,,68651,LC-FIFTYCOLOR,"Autumn Leaf Color Change","50% Color change"
75261,phenology,19003,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23502,38.612104000000000,-90.260714000000000,"St. Louis",MO,63110,,US,03/08/2017,,71094,LU-NONE,"Leaves Unfolding",None
75261,phenology,19003,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23502,38.612104000000000,-90.260714000000000,"St. Louis",MO,63110,,US,03/08/2017,,71095,LC-NONE,"Autumn Leaf Color Change",None
75261,phenology,19003,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23502,38.612104000000000,-90.260714000000000,"St. Louis",MO,63110,,US,03/08/2017,,71096,LD-NONE,"Autumn Leaves Dropping",None
75261,phenology,19003,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23502,38.612104000000000,-90.260714000000000,"St. Louis",MO,63110,,US,03/08/2017,,71097,FL-NONE,Flowers,None
75261,phenology,19003,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23502,38.612104000000000,-90.260714000000000,"St. Louis",MO,63110,,US,03/08/2017,,71098,FR-NONE,Fruit,None
75266,phenology,19004,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23503,38.612040100000000,-90.260749200000000,"St. Louis",MO,63110,,US,03/08/2017,,71099,LU-NONE,"Leaves Unfolding",None
75266,phenology,19004,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23503,38.612040100000000,-90.260749200000000,"St. Louis",MO,63110,,US,03/08/2017,,71100,LC-NONE,"Autumn Leaf Color Change",None
75266,phenology,19004,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23503,38.612040100000000,-90.260749200000000,"St. Louis",MO,63110,,US,03/08/2017,,71101,LD-NONE,"Autumn Leaves Dropping",None
75266,phenology,19004,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23503,38.612040100000000,-90.260749200000000,"St. Louis",MO,63110,,US,03/08/2017,,71102,FL-EARLY,Flowers,"Early Flowering"
75266,phenology,19004,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23503,38.612040100000000,-90.260749200000000,"St. Louis",MO,63110,,US,03/08/2017,,71103,FR-NONE,Fruit,None
75271,phenology,19005,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23504,38.611994300000000,-90.260775800000000,"St. Louis",MO,63110,,US,03/08/2017,,71104,LU-NONE,"Leaves Unfolding",None
75271,phenology,19005,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23504,38.611994300000000,-90.260775800000000,"St. Louis",MO,63110,,US,03/08/2017,,71105,LC-NONE,"Autumn Leaf Color Change",None
75271,phenology,19005,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23504,38.611994300000000,-90.260775800000000,"St. Louis",MO,63110,,US,03/08/2017,,71106,LD-NONE,"Autumn Leaves Dropping",None
75271,phenology,19005,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23504,38.611994300000000,-90.260775800000000,"St. Louis",MO,63110,,US,03/08/2017,,71107,FL-EARLY,Flowers,"Early Flowering"
75271,phenology,19005,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23504,38.611994300000000,-90.260775800000000,"St. Louis",MO,63110,,US,03/08/2017,,71108,FR-NONE,Fruit,None
75276,phenology,19006,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23505,38.612079600000000,-90.260624000000000,"St. Louis",MO,63110,,US,03/08/2017,,71109,LU-NONE,"Leaves Unfolding",None
75276,phenology,19006,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23505,38.612079600000000,-90.260624000000000,"St. Louis",MO,63110,,US,03/08/2017,,71110,LC-NONE,"Autumn Leaf Color Change",None
75276,phenology,19006,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23505,38.612079600000000,-90.260624000000000,"St. Louis",MO,63110,,US,03/08/2017,,71111,LD-NONE,"Autumn Leaves Dropping",None
75276,phenology,19006,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23505,38.612079600000000,-90.260624000000000,"St. Louis",MO,63110,,US,03/08/2017,,71112,FL-EARLY,Flowers,"Early Flowering"
75276,phenology,19006,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23505,38.612079600000000,-90.260624000000000,"St. Louis",MO,63110,,US,03/08/2017,,71113,FR-NONE,Fruit,None
75281,phenology,19007,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23506,38.612015700000000,-90.260620400000000,"St. Louis",MO,63110,,US,03/08/2017,,71114,LU-NONE,"Leaves Unfolding",None
75281,phenology,19007,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23506,38.612015700000000,-90.260620400000000,"St. Louis",MO,63110,,US,03/08/2017,,71115,LC-NONE,"Autumn Leaf Color Change",None
75281,phenology,19007,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23506,38.612015700000000,-90.260620400000000,"St. Louis",MO,63110,,US,03/08/2017,,71116,LD-NONE,"Autumn Leaves Dropping",None
75281,phenology,19007,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23506,38.612015700000000,-90.260620400000000,"St. Louis",MO,63110,,US,03/08/2017,,71117,FL-EARLY,Flowers,"Early Flowering"
75281,phenology,19007,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23506,38.612015700000000,-90.260620400000000,"St. Louis",MO,63110,,US,03/08/2017,,71118,FR-NONE,Fruit,None
75286,phenology,19008,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23507,38.611921500000000,-90.260645200000000,"St. Louis",MO,63110,,US,03/08/2017,,71119,LU-NONE,"Leaves Unfolding",None
75286,phenology,19008,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23507,38.611921500000000,-90.260645200000000,"St. Louis",MO,63110,,US,03/08/2017,,71120,LC-NONE,"Autumn Leaf Color Change",None
75286,phenology,19008,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23507,38.611921500000000,-90.260645200000000,"St. Louis",MO,63110,,US,03/08/2017,,71121,LD-NONE,"Autumn Leaves Dropping",None
75286,phenology,19008,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23507,38.611921500000000,-90.260645200000000,"St. Louis",MO,63110,,US,03/08/2017,,71122,FL-EARLY,Flowers,"Early Flowering"
75286,phenology,19008,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23507,38.611921500000000,-90.260645200000000,"St. Louis",MO,63110,,US,03/08/2017,,71123,FR-NONE,Fruit,None
75321,phenology,19019,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23516,38.612103800000000,-90.260714400000000,"St. Louis",MO,63110,,US,03/09/2017,,71153,LU-NONE,"Leaves Unfolding",None
75321,phenology,19019,183,"Yoshino cherry",Rosaceae,Prunus,yedoensis,,,,,,DTS,1,23516,38.612103800000000,-90.260714400000000,"St. Louis",MO,63110,,US,03/09/2017,,71154,LC-NONE,"Autumn Leaf Color Change",None
