location,lat,long,alt,year,bloom_date,bloom_doy
Japan/Rumoi,43.94611111,141.6319444,23.6,1992,5/16/1992,137
Japan/Rumoi,43.94611111,141.6319444,23.6,1993,5/14/1993,134
Japan/Rumoi,43.94611111,141.6319444,23.6,1994,5/18/1994,138
Japan/Rumoi,43.94611111,141.6319444,23.6,1995,5/9/1995,129
Japan/Rumoi,43.94611111,141.6319444,23.6,1996,5/22/1996,143
Japan/Rumoi,43.94611111,141.6319444,23.6,1997,5/14/1997,134
Japan/Rumoi,43.94611111,141.6319444,23.6,1998,5/3/1998,123
Japan/Rumoi,43.94611111,141.6319444,23.6,1999,5/19/1999,139
Japan/Rumoi,43.94611111,141.6319444,23.6,2000,5/17/2000,138
Japan/Rumoi,43.94611111,141.6319444,23.6,2001,5/14/2001,134
Japan/Rumoi,43.94611111,141.6319444,23.6,2002,5/2/2002,122
Japan/Rumoi,43.94611111,141.6319444,23.6,2003,5/13/2003,133
Japan/Rumoi,43.94611111,141.6319444,23.6,2004,5/13/2004,134
Japan/Rumoi,43.94611111,141.6319444,23.6,2005,5/23/2005,143
Japan/Rumoi,43.94611111,141.6319444,23.6,2006,5/16/2006,136
Japan/Rumoi,43.94611111,141.6319444,23.6,2007,5/14/2007,134
Japan/Rumoi,43.94611111,141.6319444,23.6,2008,5/1/2008,122
Japan/Asahikawa,43.75694444,142.3722222,119.8,1953,5/16/1953,136
Japan/Asahikawa,43.75694444,142.3722222,119.8,1954,5/18/1954,138
Japan/Asahikawa,43.75694444,142.3722222,119.8,1955,5/14/1955,134
Japan/Asahikawa,43.75694444,142.3722222,119.8,1956,5/13/1956,134
Japan/Asahikawa,43.75694444,142.3722222,119.8,1957,5/14/1957,134
Japan/Asahikawa,43.75694444,142.3722222,119.8,1958,5/15/1958,135
Japan/Asahikawa,43.75694444,142.3722222,119.8,1959,5/13/1959,133
Japan/Asahikawa,43.75694444,142.3722222,119.8,1960,5/16/1960,137
Japan/Asahikawa,43.75694444,142.3722222,119.8,1961,5/12/1961,132
Japan/Asahikawa,43.75694444,142.3722222,119.8,1962,5/11/1962,131
Japan/Asahikawa,43.75694444,142.3722222,119.8,1963,5/13/1963,133
Japan/Asahikawa,43.75694444,142.3722222,119.8,1964,5/16/1964,137
Japan/Asahikawa,43.75694444,142.3722222,119.8,1965,5/19/1965,139
Japan/Asahikawa,43.75694444,142.3722222,119.8,1966,5/18/1966,138
Japan/Asahikawa,43.75694444,142.3722222,119.8,1967,5/8/1967,128
Japan/Asahikawa,43.75694444,142.3722222,119.8,1968,5/5/1968,126
Japan/Asahikawa,43.75694444,142.3722222,119.8,1969,5/9/1969,129
Japan/Asahikawa,43.75694444,142.3722222,119.8,1970,5/10/1970,130
Japan/Asahikawa,43.75694444,142.3722222,119.8,1971,5/15/1971,135
Japan/Asahikawa,43.75694444,142.3722222,119.8,1972,5/4/1972,125
Japan/Asahikawa,43.75694444,142.3722222,119.8,1973,5/11/1973,131
Japan/Asahikawa,43.75694444,142.3722222,119.8,1974,5/15/1974,135
Japan/Asahikawa,43.75694444,142.3722222,119.8,1975,5/12/1975,132
Japan/Asahikawa,43.75694444,142.3722222,119.8,1976,5/14/1976,135
Japan/Asahikawa,43.75694444,142.3722222,119.8,1977,5/14/1977,134
Japan/Asahikawa,43.75694444,142.3722222,119.8,1978,5/11/1978,131
Japan/Asahikawa,43.75694444,142.3722222,119.8,1979,5/15/1979,135
Japan/Asahikawa,43.75694444,142.3722222,119.8,1980,5/19/1980,140
Japan/Asahikawa,43.75694444,142.3722222,119.8,1981,5/7/1981,127
Japan/Asahikawa,43.75694444,142.3722222,119.8,1982,5/7/1982,127
Japan/Asahikawa,43.75694444,142.3722222,119.8,1983,4/29/1983,119
Japan/Asahikawa,43.75694444,142.3722222,119.8,1984,5/17/1984,138
Japan/Asahikawa,43.75694444,142.3722222,119.8,1985,5/6/1985,126
Japan/Asahikawa,43.75694444,142.3722222,119.8,1986,5/8/1986,128
Japan/Asahikawa,43.75694444,142.3722222,119.8,1987,5/10/1987,130
Japan/Asahikawa,43.75694444,142.3722222,119.8,1988,5/11/1988,132
Japan/Asahikawa,43.75694444,142.3722222,119.8,1989,5/6/1989,126
Japan/Asahikawa,43.75694444,142.3722222,119.8,1990,5/3/1990,123
Japan/Asahikawa,43.75694444,142.3722222,119.8,1991,5/7/1991,127
Japan/Asahikawa,43.75694444,142.3722222,119.8,1992,5/11/1992,132
Japan/Asahikawa,43.75694444,142.3722222,119.8,1993,5/11/1993,131
Japan/Asahikawa,43.75694444,142.3722222,119.8,1994,5/13/1994,133
Japan/Asahikawa,43.75694444,142.3722222,119.8,1995,5/4/1995,124
Japan/Asahikawa,43.75694444,142.3722222,119.8,1996,5/13/1996,134
Japan/Asahikawa,43.75694444,142.3722222,119.8,1997,5/7/1997,127
Japan/Asahikawa,43.75694444,142.3722222,119.8,1998,4/25/1998,115
Japan/Asahikawa,43.75694444,142.3722222,119.8,1999,5/8/1999,128
Japan/Asahikawa,43.75694444,142.3722222,119.8,2000,5/11/2000,132
Japan/Asahikawa,43.75694444,142.3722222,119.8,2001,5/7/2001,127
Japan/Asahikawa,43.75694444,142.3722222,119.8,2002,4/25/2002,115
Japan/Asahikawa,43.75694444,142.3722222,119.8,2003,5/4/2003,124
Japan/Asahikawa,43.75694444,142.3722222,119.8,2004,5/9/2004,130
Japan/Asahikawa,43.75694444,142.3722222,119.8,2005,5/17/2005,137
Japan/Asahikawa,43.75694444,142.3722222,119.8,2006,5/12/2006,132
Japan/Asahikawa,43.75694444,142.3722222,119.8,2007,5/8/2007,128
Japan/Asahikawa,43.75694444,142.3722222,119.8,2008,4/26/2008,117
Japan/Asahikawa,43.75694444,142.3722222,119.8,2009,5/4/2009,124
Japan/Asahikawa,43.75694444,142.3722222,119.8,2010,5/13/2010,133
Japan/Asahikawa,43.75694444,142.3722222,119.8,2011,5/12/2011,132
Japan/Asahikawa,43.75694444,142.3722222,119.8,2012,5/2/2012,123
Japan/Asahikawa,43.75694444,142.3722222,119.8,2013,5/20/2013,140
Japan/Asahikawa,43.75694444,142.3722222,119.8,2014,5/4/2014,124
Japan/Asahikawa,43.75694444,142.3722222,119.8,2015,4/28/2015,118
Japan/Asahikawa,43.75694444,142.3722222,119.8,2016,5/4/2016,125
Japan/Asahikawa,43.75694444,142.3722222,119.8,2017,5/5/2017,125
Japan/Asahikawa,43.75694444,142.3722222,119.8,2018,5/1/2018,121
Japan/Asahikawa,43.75694444,142.3722222,119.8,2019,5/4/2019,124
Japan/Asahikawa,43.75694444,142.3722222,119.8,2020,5/4/2020,125
Japan/Asahikawa,43.75694444,142.3722222,119.8,2021,5/3/2021,123
Japan/Abashiri,44.01777778,144.2797222,37.58,1953,5/26/1953,146
Japan/Abashiri,44.01777778,144.2797222,37.58,1954,5/19/1954,139
Japan/Abashiri,44.01777778,144.2797222,37.58,1955,5/20/1955,140
Japan/Abashiri,44.01777778,144.2797222,37.58,1956,5/13/1956,134
Japan/Abashiri,44.01777778,144.2797222,37.58,1959,5/7/1959,127
Japan/Abashiri,44.01777778,144.2797222,37.58,1966,5/21/1966,141
Japan/Abashiri,44.01777778,144.2797222,37.58,1968,5/10/1968,131
Japan/Abashiri,44.01777778,144.2797222,37.58,1969,5/13/1969,133
Japan/Abashiri,44.01777778,144.2797222,37.58,1970,5/10/1970,130
Japan/Abashiri,44.01777778,144.2797222,37.58,1971,5/20/1971,140
Japan/Abashiri,44.01777778,144.2797222,37.58,1972,5/6/1972,127
Japan/Abashiri,44.01777778,144.2797222,37.58,1973,5/13/1973,133
Japan/Abashiri,44.01777778,144.2797222,37.58,1974,5/18/1974,138
Japan/Abashiri,44.01777778,144.2797222,37.58,1975,5/17/1975,137
Japan/Abashiri,44.01777778,144.2797222,37.58,1976,5/16/1976,137
Japan/Abashiri,44.01777778,144.2797222,37.58,1977,5/16/1977,136
Japan/Abashiri,44.01777778,144.2797222,37.58,1978,5/14/1978,134
Japan/Abashiri,44.01777778,144.2797222,37.58,1979,5/26/1979,146
Japan/Abashiri,44.01777778,144.2797222,37.58,1980,5/23/1980,144
Japan/Abashiri,44.01777778,144.2797222,37.58,1981,5/17/1981,137
Japan/Abashiri,44.01777778,144.2797222,37.58,1982,5/13/1982,133
Japan/Abashiri,44.01777778,144.2797222,37.58,1983,5/5/1983,125
Japan/Abashiri,44.01777778,144.2797222,37.58,1984,5/26/1984,147
Japan/Abashiri,44.01777778,144.2797222,37.58,1985,5/12/1985,132
Japan/Abashiri,44.01777778,144.2797222,37.58,1986,5/10/1986,130
Japan/Abashiri,44.01777778,144.2797222,37.58,1987,5/11/1987,131
Japan/Abashiri,44.01777778,144.2797222,37.58,1988,5/15/1988,136
Japan/Abashiri,44.01777778,144.2797222,37.58,1989,5/19/1989,139
Japan/Abashiri,44.01777778,144.2797222,37.58,1990,5/9/1990,129
Japan/Abashiri,44.01777778,144.2797222,37.58,1991,5/10/1991,130
Japan/Abashiri,44.01777778,144.2797222,37.58,1992,5/16/1992,137
Japan/Abashiri,44.01777778,144.2797222,37.58,1993,5/22/1993,142
Japan/Abashiri,44.01777778,144.2797222,37.58,1994,5/17/1994,137
Japan/Abashiri,44.01777778,144.2797222,37.58,1995,5/10/1995,130
Japan/Abashiri,44.01777778,144.2797222,37.58,1996,5/27/1996,148
Japan/Abashiri,44.01777778,144.2797222,37.58,1997,5/15/1997,135
Japan/Abashiri,44.01777778,144.2797222,37.58,1998,5/1/1998,121
Japan/Abashiri,44.01777778,144.2797222,37.58,1999,5/13/1999,133
Japan/Abashiri,44.01777778,144.2797222,37.58,2000,5/21/2000,142
Japan/Abashiri,44.01777778,144.2797222,37.58,2001,5/13/2001,133
Japan/Abashiri,44.01777778,144.2797222,37.58,2002,5/1/2002,121
Japan/Abashiri,44.01777778,144.2797222,37.58,2003,5/12/2003,132
Japan/Abashiri,44.01777778,144.2797222,37.58,2004,5/13/2004,134
Japan/Abashiri,44.01777778,144.2797222,37.58,2005,5/25/2005,145
Japan/Abashiri,44.01777778,144.2797222,37.58,2006,5/17/2006,137
Japan/Abashiri,44.01777778,144.2797222,37.58,2007,5/16/2007,136
Japan/Abashiri,44.01777778,144.2797222,37.58,2008,5/5/2008,126
Japan/Abashiri,44.01777778,144.2797222,37.58,2009,5/7/2009,127
Japan/Abashiri,44.01777778,144.2797222,37.58,2010,5/18/2010,138
Japan/Abashiri,44.01777778,144.2797222,37.58,2011,5/18/2011,138
Japan/Abashiri,44.01777778,144.2797222,37.58,2012,5/5/2012,126
Japan/Abashiri,44.01777778,144.2797222,37.58,2013,5/27/2013,147
Japan/Abashiri,44.01777778,144.2797222,37.58,2014,5/11/2014,131
Japan/Abashiri,44.01777778,144.2797222,37.58,2015,5/3/2015,123
Japan/Abashiri,44.01777778,144.2797222,37.58,2016,5/10/2016,131
Japan/Abashiri,44.01777778,144.2797222,37.58,2017,5/7/2017,127
Japan/Abashiri,44.01777778,144.2797222,37.58,2018,5/6/2018,126
Japan/Abashiri,44.01777778,144.2797222,37.58,2019,5/7/2019,127
Japan/Abashiri,44.01777778,144.2797222,37.58,2020,5/9/2020,130
Japan/Abashiri,44.01777778,144.2797222,37.58,2021,5/7/2021,127
Japan/Sapporo,43.06,141.3286111,17.45,1953,5/14/1953,134
Japan/Sapporo,43.06,141.3286111,17.45,1954,5/8/1954,128
Japan/Sapporo,43.06,141.3286111,17.45,1955,5/16/1955,136
Japan/Sapporo,43.06,141.3286111,17.45,1956,5/9/1956,130
Japan/Sapporo,43.06,141.3286111,17.45,1957,5/13/1957,133
Japan/Sapporo,43.06,141.3286111,17.45,1959,5/10/1959,130
Japan/Sapporo,43.06,141.3286111,17.45,1960,5/9/1960,130
Japan/Sapporo,43.06,141.3286111,17.45,1961,5/9/1961,129
Japan/Sapporo,43.06,141.3286111,17.45,1962,5/5/1962,125
Japan/Sapporo,43.06,141.3286111,17.45,1963,5/5/1963,125
Japan/Sapporo,43.06,141.3286111,17.45,1964,5/7/1964,128
Japan/Sapporo,43.06,141.3286111,17.45,1965,5/16/1965,136
Japan/Sapporo,43.06,141.3286111,17.45,1966,5/11/1966,131
Japan/Sapporo,43.06,141.3286111,17.45,1967,5/4/1967,124
Japan/Sapporo,43.06,141.3286111,17.45,1968,5/4/1968,125
Japan/Sapporo,43.06,141.3286111,17.45,1969,5/10/1969,130
Japan/Sapporo,43.06,141.3286111,17.45,1970,5/9/1970,129
Japan/Sapporo,43.06,141.3286111,17.45,1971,5/13/1971,133
Japan/Sapporo,43.06,141.3286111,17.45,1972,5/1/1972,122
Japan/Sapporo,43.06,141.3286111,17.45,1973,5/7/1973,127
Japan/Sapporo,43.06,141.3286111,17.45,1974,5/13/1974,133
Japan/Sapporo,43.06,141.3286111,17.45,1975,5/8/1975,128
Japan/Sapporo,43.06,141.3286111,17.45,1976,5/10/1976,131
Japan/Sapporo,43.06,141.3286111,17.45,1977,5/12/1977,132
Japan/Sapporo,43.06,141.3286111,17.45,1978,5/13/1978,133
Japan/Sapporo,43.06,141.3286111,17.45,1979,5/14/1979,134
Japan/Sapporo,43.06,141.3286111,17.45,1980,5/18/1980,139
Japan/Sapporo,43.06,141.3286111,17.45,1981,5/8/1981,128
Japan/Sapporo,43.06,141.3286111,17.45,1982,5/8/1982,128
Japan/Sapporo,43.06,141.3286111,17.45,1983,5/1/1983,121
Japan/Sapporo,43.06,141.3286111,17.45,1984,5/21/1984,142
Japan/Sapporo,43.06,141.3286111,17.45,1985,5/8/1985,128
Japan/Sapporo,43.06,141.3286111,17.45,1986,5/9/1986,129
Japan/Sapporo,43.06,141.3286111,17.45,1987,5/9/1987,129
Japan/Sapporo,43.06,141.3286111,17.45,1988,5/7/1988,128
Japan/Sapporo,43.06,141.3286111,17.45,1989,5/4/1989,124
Japan/Sapporo,43.06,141.3286111,17.45,1990,4/29/1990,119
Japan/Sapporo,43.06,141.3286111,17.45,1991,5/7/1991,127
Japan/Sapporo,43.06,141.3286111,17.45,1992,5/10/1992,131
Japan/Sapporo,43.06,141.3286111,17.45,1993,5/10/1993,130
Japan/Sapporo,43.06,141.3286111,17.45,1994,5/9/1994,129
Japan/Sapporo,43.06,141.3286111,17.45,1995,5/3/1995,123
Japan/Sapporo,43.06,141.3286111,17.45,1996,5/12/1996,133
Japan/Sapporo,43.06,141.3286111,17.45,1997,5/5/1997,125
Japan/Sapporo,43.06,141.3286111,17.45,1998,4/26/1998,116
Japan/Sapporo,43.06,141.3286111,17.45,1999,5/8/1999,128
Japan/Sapporo,43.06,141.3286111,17.45,2000,5/11/2000,132
Japan/Sapporo,43.06,141.3286111,17.45,2001,5/5/2001,125
Japan/Sapporo,43.06,141.3286111,17.45,2002,4/25/2002,115
Japan/Sapporo,43.06,141.3286111,17.45,2003,5/4/2003,124
Japan/Sapporo,43.06,141.3286111,17.45,2004,5/9/2004,130
Japan/Sapporo,43.06,141.3286111,17.45,2005,5/16/2005,136
Japan/Sapporo,43.06,141.3286111,17.45,2006,5/12/2006,132
Japan/Sapporo,43.06,141.3286111,17.45,2007,5/8/2007,128
Japan/Sapporo,43.06,141.3286111,17.45,2008,4/25/2008,116
Japan/Sapporo,43.06,141.3286111,17.45,2009,5/4/2009,124
Japan/Sapporo,43.06,141.3286111,17.45,2010,5/14/2010,134
Japan/Sapporo,43.06,141.3286111,17.45,2011,5/12/2011,132
Japan/Sapporo,43.06,141.3286111,17.45,2012,5/2/2012,123
Japan/Sapporo,43.06,141.3286111,17.45,2013,5/17/2013,137
Japan/Sapporo,43.06,141.3286111,17.45,2014,5/1/2014,121
Japan/Sapporo,43.06,141.3286111,17.45,2015,4/26/2015,116
Japan/Sapporo,43.06,141.3286111,17.45,2016,5/1/2016,122
Japan/Sapporo,43.06,141.3286111,17.45,2017,5/3/2017,123
Japan/Sapporo,43.06,141.3286111,17.45,2018,4/29/2018,119
Japan/Sapporo,43.06,141.3286111,17.45,2019,4/29/2019,119
Japan/Sapporo,43.06,141.3286111,17.45,2020,5/2/2020,123
Japan/Sapporo,43.06,141.3286111,17.45,2021,4/27/2021,117
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1953,5/11/1953,131
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1954,5/9/1954,129
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1955,5/13/1955,133
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1956,5/9/1956,130
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1958,5/14/1958,134
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1960,5/15/1960,136
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1961,5/7/1961,127
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1962,5/5/1962,125
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1963,5/12/1963,132
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1964,5/10/1964,131
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1965,5/20/1965,140
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1966,5/17/1966,137
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1967,5/10/1967,130
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1968,5/6/1968,127
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1969,5/13/1969,133
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1970,5/13/1970,133
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1971,5/17/1971,137
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1972,5/6/1972,127
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1973,5/10/1973,130
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1974,5/14/1974,134
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1975,5/11/1975,131
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1976,5/13/1976,134
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1977,5/15/1977,135
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1978,5/14/1978,134
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1979,5/14/1979,134
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1980,5/18/1980,139
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1981,5/9/1981,129
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1982,5/8/1982,128
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1983,4/30/1983,120
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1984,5/20/1984,141
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1985,5/10/1985,130
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1986,5/8/1986,128
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1987,5/9/1987,129
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1988,5/7/1988,128
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1989,5/1/1989,121
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1990,4/30/1990,120
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1991,5/6/1991,126
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1992,5/10/1992,131
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1993,5/9/1993,129
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1994,5/11/1994,131
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1995,5/5/1995,125
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1996,5/9/1996,130
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1997,5/5/1997,125
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1998,4/27/1998,117
Japan/Iwamizawa,43.21166667,141.7858333,42.3,1999,5/7/1999,127
Japan/Iwamizawa,43.21166667,141.7858333,42.3,2000,5/10/2000,131
Japan/Iwamizawa,43.21166667,141.7858333,42.3,2001,5/7/2001,127
Japan/Iwamizawa,43.21166667,141.7858333,42.3,2002,4/25/2002,115
Japan/Iwamizawa,43.21166667,141.7858333,42.3,2003,5/3/2003,123
Japan/Iwamizawa,43.21166667,141.7858333,42.3,2004,5/7/2004,128
Japan/Iwamizawa,43.21166667,141.7858333,42.3,2005,5/13/2005,133
Japan/Iwamizawa,43.21166667,141.7858333,42.3,2006,5/12/2006,132
Japan/Obihiro,42.92222222,143.2119444,38.4,1953,5/19/1953,139
Japan/Obihiro,42.92222222,143.2119444,38.4,1954,5/12/1954,132
Japan/Obihiro,42.92222222,143.2119444,38.4,1955,5/14/1955,134
Japan/Obihiro,42.92222222,143.2119444,38.4,1956,5/9/1956,130
Japan/Obihiro,42.92222222,143.2119444,38.4,1957,5/14/1957,134
