"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DEWP","FRSHTT","GUST","MAX","MIN","MXSPD","PRCP","SLP","SNDP","STP","TEMP","VISIB","WDSP"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1945-11-10","  43.3","000000","999.9","  59.4","  44.4","  4.1"," 0.00","9999.9","999.9","999.9","  52.3","  7.8","  1.1"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1945-11-11","  42.5","000000","999.9","  62.4","  42.4","  8.0"," 0.00","9999.9","999.9","999.9","  52.7","  9.7","  2.9"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1945-11-12","  36.5","000000","999.9","  52.3","  35.4"," 15.0"," 0.00","9999.9","999.9","999.9","  44.7"," 19.7","  3.6"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1945-11-13","  40.0","000000","999.9","  59.4","  47.3","  7.0"," 0.00","9999.9","999.9","999.9","  53.7"," 11.9","  4.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-01","  32.5","011000","999.9","  51.1","  30.0"," 15.0"," 0.01","1024.3","999.9","018.8","  38.5","  6.1","  6.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-02","  28.5","001000","999.9","  42.1","  27.0","  2.9"," 0.02","1028.7","999.9","023.3","  33.7","  5.8","  1.9"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-03","  30.0","011000","999.9","  48.9","  27.0"," 12.0"," 0.04","1028.9","999.9","023.4","  36.3","  2.8","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-04","  27.7","000000","999.9","  43.0","  30.0","  7.0"," 0.00","1030.9","999.9","025.6","  35.0","  4.8","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-05","  35.5","010000","999.9","  44.1","  28.9","  5.1"," 0.43","1015.9","999.9","010.6","  39.5","  2.0","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-06","  31.0","010000","999.9","  46.0","  32.0","  8.9"," 0.02","1012.3","999.9","007.0","  38.0","  6.1","  5.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-07","  32.0","010000","999.9","  44.1","  30.9","  6.0"," 0.31","1005.2","999.9","999.8","  36.8","  3.4","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-08","  29.5","011000","999.9","  45.0","  28.9","  9.9"," 0.00","1019.6","999.9","014.3","  35.7","  4.7","  4.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-09","  29.0","000000","999.9","  50.0","  27.0","  8.0"," 0.00","1024.1","999.9","018.7","  36.3","  3.7","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-10","  34.7","100000","999.9","  48.0","  28.0","  4.1"," 0.02","1021.0","999.9","015.6","  37.8","  1.2","  1.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-11","  43.2","110000","999.9","  57.9","  30.9","  1.9"," 0.59","1013.1","999.9","007.7","  46.7","  0.8","  1.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-12","  36.2","011000","999.9","  51.1","  34.0"," 12.0"," 0.24","1005.6","999.9","000.4","  42.0","  6.4","  7.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-13","  25.5","001000","999.9","  39.9","  30.9"," 15.9"," 0.02","1013.5","999.9","008.2","  35.0","  3.7","  9.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-14","  20.7","011000","999.9","  41.0","  28.0"," 16.9"," 0.02","1017.1","999.9","011.7","  33.0"," 11.0","  7.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-15","  19.5","000000","999.9","  37.9","  27.0","  7.0"," 0.02","1021.7","999.9","016.1","  33.3","  9.9","  5.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-16","  26.5","000000","999.9","  46.9","  26.1","  8.9"," 0.00","1024.1","999.9","018.7","  36.3","  8.0","  5.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-17","  27.5","000000","999.9","  46.0","  26.1","  8.0"," 0.00","1023.4","999.9","017.9","  36.0","  3.6","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-18","  26.7","000000","999.9","  51.1","  30.0","  8.0"," 0.00","1022.6","999.9","017.1","  37.0","  5.7","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-19","  27.2","000000","999.9","  51.1","  28.0","  7.0"," 0.00","1026.9","999.9","021.5","  36.8","  7.6","  2.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-20","  30.2","000000","999.9","  52.0","  24.1","  2.9"," 0.02","1020.2","999.9","014.9","  41.0","  3.4","  1.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-21","  32.0","010000","999.9","  48.0","  33.1"," 11.1"," 0.01","1017.1","999.9","011.8","  39.2","  4.9","  4.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-22","  31.3","010000","999.9","  46.9","  30.0","  6.0"," 0.08","1011.4","999.9","006.1","  39.5","  3.5","  2.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-23","  29.3","001000","999.9","  39.9","  33.1","  5.1"," 0.01","1018.5","999.9","013.1","  34.6","  3.4","  3.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-24","  27.7","000000","999.9","  46.0","  30.0","  8.9"," 0.00","1018.9","999.9","013.6","  35.3","  3.8","  3.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-25","  34.2","000000","999.9","  51.1","  28.9","  5.1"," 0.00","1014.8","999.9","009.5","  41.5","  2.2","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-26","  32.7","000000","999.9","  48.9","  34.0","  6.0"," 0.00","1013.9","999.9","008.6","  43.0","  4.6","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-27","  32.3","100000","999.9","  44.1","  28.9","  6.0"," 0.00","1014.8","999.9","009.5","  37.2","  1.9","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-28","  33.8","010000","999.9","  43.0","  26.1","  5.1"," 0.04","1014.4","999.9","009.0","  36.7","  2.1","  3.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-29","  29.2","011000","999.9","  43.0","  30.0","  7.0"," 0.12","1018.7","999.9","013.3","  34.8","  4.0","  5.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-30","  27.0","000000","999.9","  45.0","  26.1","  8.9"," 0.02","1023.0","999.9","017.6","  36.2","  5.7","  4.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-01-31","  26.2","011000","999.9","  43.0","  27.0","  9.9"," 0.02","1021.4","999.9","015.8","  35.0","  6.5","  5.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-01","  25.3","001000","999.9","  41.0","  28.0"," 11.1"," 0.02","1022.1","999.9","016.5","  33.0","  8.4","  8.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-02","  25.0","011000","999.9","  43.0","  26.1","  8.0"," 0.02","1025.9","999.9","020.5","  34.5","  3.8","  3.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-03","  27.5","011000","999.9","  45.0","  28.9"," 11.1"," 0.00","1026.6","999.9","021.2","  35.7","  4.7","  5.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-04","  31.8","000000","999.9","  39.9","  28.9","  4.1"," 0.02","1021.5","999.9","016.1","  36.0","  1.4","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-05","  28.3","010000","999.9","  46.9","  30.0","  8.9"," 0.02","1023.1","999.9","017.8","  36.8","  6.6","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-06","  28.9","001000","999.9","  44.1","  26.1","  5.1"," 0.02","1021.7","999.9","016.2","  37.0","  3.1","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-07","  23.3","010000","999.9","  50.0","  28.9"," 11.1"," 0.02","1016.9","999.9","011.6","  37.9","  8.6","  5.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-08","  20.6","000000","999.9","  45.0","  26.1"," 13.0"," 0.02","1020.4","999.9","014.9","  34.2","999.9","  6.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-09","  19.8","000000","999.9","  48.0","  26.1","  6.0"," 0.00","1025.3","999.9","019.9","  37.5"," 13.4","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-10","  29.8","010000","999.9","  51.1","  33.1"," 11.1"," 0.24","1025.1","999.9","019.8","  43.5","  3.4","  4.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-11","  41.8","000000","999.9","  60.1","  37.9","  6.0"," 0.00","1020.0","999.9","014.8","  46.4","  3.9","  3.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-12","  43.7","010000","999.9","  51.1","  35.1","  1.0"," 0.16","1021.2","999.9","015.9","  46.5","  0.8","  1.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-13","  40.8","010000","999.9","  50.0","  39.9","  5.1"," 0.51","1019.1","999.9","013.8","  44.2","  1.7","  2.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-14","  35.7","010000","999.9","  50.0","  36.0","  4.1"," 0.02","1021.1","999.9","015.8","  42.2","  2.3","  2.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-15","  28.9","011000","999.9","  54.0","  30.9"," 11.1"," 0.01","1020.3","999.9","014.9","  39.2","  7.0","  5.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-17","  26.5","001000","999.9","  45.0","  30.9","  9.9"," 0.02","1019.6","999.9","014.2","  37.5","  3.2","  5.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-18","  23.8","011000","999.9","  43.0","  28.9"," 11.1"," 0.02","1024.2","999.9","018.8","  34.5","  6.5","  5.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-19","  25.0","000000","999.9","  45.0","  26.1","  6.0"," 0.02","1028.1","999.9","022.5","  37.0","  6.7","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-20","  26.3","001000","999.9","  46.0","  30.9","  8.9"," 0.02","1029.1","999.9","023.5","  37.5","  9.5","  5.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-21","  31.2","001000","999.9","  35.1","  30.9","  2.9"," 0.55","1017.3","999.9","012.0","  33.5","  1.4","  1.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-22","  27.8","001000","999.9","  42.1","  27.0"," 13.0"," 0.04","1027.5","999.9","022.0","  32.7","  2.2","  5.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-23","  28.5","000000","999.9","  43.0","  24.1","  6.0"," 0.02","1032.9","999.9","027.4","  37.7","  3.0","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-24","  38.8","010000","999.9","  50.0","  32.0","  2.9"," 0.16","1029.5","999.9","024.1","  45.3","  1.7","  1.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-25","  43.2","010000","999.9","  48.0","  41.0","  6.0"," 0.83","1021.3","999.9","015.9","  45.8","  2.1","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-26","  31.0","000000","999.9","  55.0","  33.1","  8.9"," 0.00","1021.8","999.9","016.3","  43.0"," 14.6","  5.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-27","  33.0","000000","999.9","  57.9","  30.0","  7.0"," 0.00","1026.9","999.9","021.5","  42.8","  5.2","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-02-28","  44.5","010000","999.9","  64.0","  32.0","  8.9"," 0.67","1021.5","999.9","016.1","  52.1","  1.9","  3.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-01","  49.5","010000","999.9","  60.1","  42.1","  1.0"," 0.28","1016.5","999.9","011.3","  53.5","  1.8","  0.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-02","  47.0","010000","999.9","  59.0","  48.9"," 11.1"," 0.20","1010.0","999.9","004.8","  53.7","  2.2","  6.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-03","  33.3","010000","999.9","  57.0","  37.0","  7.0"," 0.02","1016.6","999.9","011.4","  45.5"," 17.4","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-04","  31.5","010000","999.9","  52.0","  34.0","  1.9"," 0.02","1023.9","999.9","018.6","  40.7"," 11.9","  1.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-05","  36.5","010000","999.9","  46.9","  37.0","  7.0"," 0.04","1021.2","999.9","015.8","  41.3","  2.9","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-06","  29.9","000000","999.9","  55.0","  32.0","  5.1"," 0.00","1024.1","999.9","018.7","  42.0","  5.4","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-07","  42.5","010000","999.9","  66.9","  30.9","  8.9"," 0.31","1014.6","999.9","009.4","  52.5","  3.1","  3.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-08","  33.7","000000","999.9","  55.0","  32.0"," 11.1"," 0.00","1017.6","999.9","012.3","  43.0","  4.8","  5.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-09","  31.7","000000","999.9","  61.0","  30.0","  8.9"," 0.00","1023.1","999.9","017.7","  45.3"," 10.8","  3.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-10","  39.8","000000","999.9","  66.9","  32.0","  9.9"," 0.02","1018.2","999.9","013.0","  54.2","999.9","  3.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-11","  49.2","010000","999.9","  64.0","  46.0"," 12.0"," 1.97","1004.5","999.9","999.2","  55.3","  1.7","  6.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-12","  35.8","000000","999.9","  55.0","  37.0","  5.1"," 0.12","1010.3","999.9","005.1","  44.8","  7.1","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-13","  36.1","010000","999.9","  54.0","  34.0","  9.9"," 0.02","1018.7","999.9","013.3","  45.0","  3.9","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-14","  35.0","000000","999.9","  55.9","  36.0"," 11.1"," 0.00","1021.2","999.9","015.9","  47.0","  3.7","  4.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-15","  32.0","000000","999.9","  54.0","  39.0","  4.1"," 0.00","1020.7","999.9","015.5","  47.3","  5.3","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-16","  34.2","010000","999.9","  48.9","  39.0","  6.0"," 0.35","1017.9","999.9","012.6","  42.7","  2.2","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-17","  29.0","000000","999.9","  55.0","  34.0","  9.9"," 0.00","1026.9","999.9","021.5","  44.0","999.9","  5.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-18","  34.7","000000","999.9","  62.1","  28.9"," 14.0"," 0.00","1031.3","999.9","025.9","  48.5","  1.8","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-19","  39.5","000000","999.9","  66.9","  36.0","  9.9"," 0.16","1025.7","999.9","020.5","  54.5","  3.2","  3.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-20","  51.0","010000","999.9","  59.0","  48.0","  5.1"," 0.16","1008.0","999.9","002.8","  55.0","  1.2","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-21","  37.4","010000","999.9","  57.0","  39.9","  9.9"," 0.08","1017.2","999.9","011.9","  46.3","  3.4","  5.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-22","  40.2","010000","999.9","  64.9","  37.0","  5.1"," 0.39","1022.2","999.9","017.0","  51.8","  4.8","  2.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-23","  45.5","010000","999.9","  57.0","  39.9","  5.1"," 0.12","1015.2","999.9","010.2","  49.0","  2.5","  3.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-24","  42.0","000000","999.9","  66.9","  37.0","  5.1"," 0.01","1011.3","999.9","006.2","  53.7","  3.3","  3.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-25","  45.2","010000","999.9","  64.9","  44.1","  8.9"," 0.08","1003.7","999.9","998.6","  52.8","999.9","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-26","  34.8","010000","999.9","  54.0","  39.9"," 15.0"," 0.02","1010.4","999.9","005.1","  44.5","  3.6","  8.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-27","  33.8","010000","999.9","  53.1","  39.9","  8.9"," 0.02","1015.9","999.9","010.7","  45.8","  5.0","  5.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-28","  34.7","010000","999.9","  51.1","  39.0","  5.1"," 0.98","1008.6","999.9","003.3","  43.2","  2.5","  3.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-29","  35.7","010000","999.9","  50.0","  37.9"," 13.0"," 0.01","1008.4","999.9","003.1","  42.5","  6.8","  7.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-30","  33.0","010000","999.9","  52.0","  37.0"," 12.0"," 0.02","1016.2","999.9","011.1","  43.0","  5.0","  6.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-03-31","  34.2","010000","999.9","  52.0","  34.0"," 14.0"," 0.02","1023.2","999.9","017.9","  43.7","  7.6","  7.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-01","  35.0","000000","999.9","  59.0","  36.0"," 11.1"," 0.00","1023.7","999.9","018.5","  47.2","  9.2","  5.1"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-02","  42.0","000000","999.9","  64.0","  37.0","  8.9"," 0.00","1020.5","999.9","015.2","  53.0","  3.6","  3.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-03","  44.2","000000","999.9","  61.0","  39.9","  8.0"," 0.02","1016.6","999.9","011.4","  51.2","  3.7","  3.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-04","  39.8","010000","999.9","  64.0","  37.0","  8.9"," 0.04","1018.1","999.9","012.8","  46.5","  3.9","  5.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-05","  40.0","000000","999.9","  62.1","  37.9","  7.0"," 0.02","1022.6","999.9","017.4","  51.0","  4.2","  3.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-06","  43.0","010000","999.9","  52.0","  39.9","  4.1"," 0.12","1020.5","999.9","015.1","  47.0","  1.5","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-07","  39.7","000000","999.9","  57.9","  37.9","  2.9"," 0.00","1018.7","999.9","013.4","  47.8","  3.9","  2.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-08","  34.5","000000","999.9","  69.1","  36.0","  5.1"," 0.00","1018.9","999.9","013.6","  53.8","  3.5","  2.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-09","  44.0","000000","999.9","  70.0","  39.0","  9.9"," 0.01","1020.8","999.9","015.6","  59.3","  2.6","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-10","  52.0","010000","999.9","  66.9","  53.1","  5.1"," 0.43","1015.9","999.9","010.8","  57.2","  2.1","  3.8"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-11","  48.5","010000","999.9","  66.9","  53.1","  7.0"," 0.01","1010.1","999.9","005.0","  58.0","  4.8","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-12","  31.5","000000","999.9","  57.9","  37.0","  8.9"," 0.02","1016.0","999.9","010.7","  46.3","  6.8","  5.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-13","  30.5","000000","999.9","  59.0","  34.0","  8.0"," 0.01","1021.3","999.9","016.0","  47.8","999.9","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-14","  31.2","000000","999.9","  66.0","  37.0","  7.0"," 0.00","1023.3","999.9","018.0","  50.5","  9.5","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-15","  41.5","010000","999.9","  60.1","  35.1","  4.1"," 0.08","1016.2","999.9","011.1","  51.8","  2.0","  2.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-16","  34.0","000000","999.9","  63.0","  39.9"," 13.0"," 0.00","1011.2","999.9","005.9","  51.2","  8.4","  7.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-17","  30.5","000000","999.9","  59.0","  35.1"," 11.1"," 0.00","1016.8","999.9","011.5","  45.8","999.9","  4.3"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-18","  32.5","000000","999.9","  62.1","  33.1","  8.9"," 0.00","1017.0","999.9","011.9","  49.2","999.9","  3.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-19","  34.2","000000","999.9","  66.0","  41.0","  8.9"," 0.00","1018.8","999.9","013.6","  52.8","  4.2","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-20","  38.3","000000","999.9","  69.1","  37.0"," 14.0"," 0.02","1017.8","999.9","012.6","  57.7","999.9","  5.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-21","  35.8","000000","999.9","  64.0","  42.1"," 12.0"," 0.02","1018.2","999.9","012.9","  53.1","  8.1","  4.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-22","  29.5","000000","999.9","  64.0","  37.9","  9.9"," 0.00","1016.5","999.9","011.2","  50.7","  5.4","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-23","  33.0","000000","999.9","  64.9","  34.0","  8.9"," 0.02","1010.1","999.9","004.8","  51.8","999.9","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-24","  33.8","010000","999.9","  66.9","  37.9"," 11.1"," 0.02","1013.2","999.9","008.0","  51.2","  5.2","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-25","  34.3","000000","999.9","  70.0","  35.1","  9.9"," 0.00","1017.1","999.9","011.9","  55.3","999.9","  4.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-26","  39.3","000000","999.9","  77.0","  39.9","  8.9"," 0.04","1018.2","999.9","013.0","  62.6","  2.8","  3.7"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-27","  48.2","000000","999.9","  75.9","  51.1"," 13.0"," 0.00","1019.3","999.9","014.1","  63.2","  2.4","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-28","  52.8","000000","999.9","  81.0","  48.9","  8.9"," 0.00","1019.3","999.9","014.4","  67.3","  3.6","  4.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-29","  57.0","000000","999.9","  78.1","  54.0","  9.9"," 0.55","1013.9","999.9","009.0","  68.7","  4.7","  4.4"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-04-30","  46.5","010000","999.9","  64.9","  51.1"," 15.9"," 1.30","1010.1","999.9","004.7","  57.2","  5.6","  9.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-05-01","  37.5","000000","999.9","  64.0","  46.9","  9.9"," 0.00","1018.6","999.9","013.3","  55.0","  5.6","  5.0"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-05-02","  41.0","000010","999.9","  71.1","  46.0","  8.9"," 0.02","1020.8","999.9","015.7","  55.0","  6.1","  4.5"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-05-03","  39.3","000000","999.9","  71.1","  44.1","  6.0"," 0.00","1024.1","999.9","018.8","  58.0","999.9","  3.2"
"47759099999","KYOTO, JA","35.0166666","135.7333333","46.5","1953-05-04","  48.2","000000","999.9","  71.1","  43.0","  7.0"," 0.02","1024.2","999.9","019.0","  62.0","  4.5","  3.0"
